id,Date,Open,High,Low,Close,Volume,Futureprice
48,2021/11/20-0:,58121.99,58646.12,58010.07,58305.33,107.3930901,58883.87
49,2021/11/19-23,57835.9,58257.6,57787.2,58121.99,42.62314415,58305.33
50,2021/11/19-22,57866.87,58037.84,57768.51,57835.9,32.13300872,58121.99
51,2021/11/19-21,57837.71,57974.78,57594.22,57866.87,96.23838301,57835.9
52,2021/11/19-20,58118.19,58190.83,57771.47,57837.71,137.2243449,57866.87
53,2021/11/19-19,57963.4,58181.8,57770.27,58118.19,66.738753,57837.71
54,2021/11/19-18,58058.82,58146.29,57802.99,57963.4,75.80352356,58118.19
55,2021/11/19-17,58239.82,58400.0,58029.44,58058.82,90.73227377,57963.4
56,2021/11/19-16,57949.19,58300.45,57819.94,58239.82,100.4767307,58058.82
57,2021/11/19-15,58040.18,58242.7,57698.87,57949.19,72.68186242,58239.82
58,2021/11/19-14,57661.64,58127.93,57600.0,58040.18,103.7298445,57949.19
59,2021/11/19-13,56926.36,57750.94,56770.01,57661.64,100.5084954,58040.18
60,2021/11/19-12,57047.02,57386.99,56924.97,56926.36,55.7768681,57661.64
61,2021/11/19-11,56913.85,57200.07,56542.51,57047.02,38.45031706,56926.36
62,2021/11/19-10,57060.75,57086.89,56754.17,56913.85,29.61928104,57047.02
63,2021/11/19-9:,57068.53,57531.63,57011.47,57060.75,26.55271329,56913.85
64,2021/11/19-8:,56049.35,57401.0,56040.77,57068.53,71.04880753,57060.75
65,2021/11/19-7:,56318.44,56449.99,55908.27,56049.35,26.37585129,57068.53
66,2021/11/19-6:,56444.99,56479.05,56153.87,56318.44,21.12171167,56049.35
67,2021/11/19-5:,56284.64,56518.81,56067.0,56444.99,28.466287,56318.44
68,2021/11/19-4:,55911.16,56321.13,55856.95,56284.64,41.44903429,56444.99
69,2021/11/19-3:,56085.4,56230.3,55647.73,55911.16,114.4603004,56284.64
70,2021/11/19-2:,56695.74,56959.63,53760.0,56085.4,779.1073067,55911.16
71,2021/11/19-1:,57518.29,57528.13,56638.07,56695.74,119.9539228,56085.4
72,2021/11/19-0:,56911.87,57572.54,56697.75,57518.29,78.75855785,56695.74
73,2021/11/18-23,56605.29,57014.16,56500.0,56911.87,144.8631187,57518.29
74,2021/11/18-22,57593.02,57673.78,56525.0,56605.29,142.7707073,56911.87
75,2021/11/18-21,57992.94,58274.17,57426.92,57593.02,68.76468733,56605.29
76,2021/11/18-20,57948.73,58535.29,57600.0,57992.94,137.2342688,57593.02
77,2021/11/18-19,58036.07,58339.32,57784.02,57948.73,81.46419128,57992.94
78,2021/11/18-18,57557.99,58079.51,57518.56,58036.07,100.3328962,57948.73
79,2021/11/18-17,57317.0,58132.43,56609.49,57557.99,437.6348286,58036.07
80,2021/11/18-16,58090.56,58489.77,57200.0,57317.0,391.6610245,57557.99
81,2021/11/18-15,58921.68,59273.01,57688.88,58090.56,466.5015587,57317.0
82,2021/11/18-14,59215.03,59317.36,58790.3,58921.68,131.7187298,58090.56
83,2021/11/18-13,59126.38,59763.59,58789.5,59215.03,102.2902096,58921.68
84,2021/11/18-12,59216.12,59935.17,59019.38,59126.38,116.728196,59215.03
85,2021/11/18-11,59817.9,59963.34,59172.35,59216.12,57.5188103,59126.38
86,2021/11/18-10,59331.55,59840.51,59019.95,59817.9,81.1306046,59216.12
87,2021/11/18-9:,59667.75,59745.36,59011.91,59331.55,134.8960382,59817.9
88,2021/11/18-8:,59756.5,59839.64,59491.28,59667.75,35.61439876,59331.55
89,2021/11/18-7:,59823.5,59880.36,59524.42,59756.5,77.23240535,59667.75
90,2021/11/18-6:,59821.73,60046.41,59597.2,59823.5,53.76617122,59756.5
91,2021/11/18-5:,59710.78,59931.97,59580.0,59821.73,89.14957045,59823.5
92,2021/11/18-4:,59885.21,60106.3,59671.02,59710.78,55.48476591,59821.73
93,2021/11/18-3:,60660.13,60692.96,59875.6,59885.21,102.1954926,59710.78
94,2021/11/18-2:,60606.99,60770.95,60421.46,60660.13,45.46077825,59885.21
95,2021/11/18-1:,60516.28,60976.25,60110.22,60606.99,88.75750681,60660.13
96,2021/11/18-0:,60355.33,60745.0,60143.01,60516.28,70.38643513,60606.99
97,2021/11/17-23,59985.41,60487.19,59812.68,60355.33,49.83079261,60516.28
98,2021/11/17-22,60124.05,60133.45,59671.77,59985.41,53.61071879,60355.33
99,2021/11/17-21,60432.1,60436.96,59800.0,60124.05,73.7472518,59985.41
100,2021/11/17-20,60250.97,60608.35,60057.57,60432.1,71.16057669,60124.05
101,2021/11/17-19,60485.27,60691.3,60122.29,60250.97,62.32688246,60432.1
102,2021/11/17-18,60261.29,60655.21,60227.57,60485.27,55.24094653,60250.97
103,2021/11/17-17,60442.88,60497.99,60021.67,60261.29,64.51067882,60485.27
104,2021/11/17-16,59651.4,60471.09,59454.39,60442.88,81.80469947,60261.29
105,2021/11/17-15,59662.71,59820.48,59381.03,59651.4,81.3859907,60442.88
106,2021/11/17-14,60134.59,60340.5,59620.45,59662.71,110.8850805,59651.4
107,2021/11/17-13,60500.01,60615.7,60118.2,60134.59,31.0055289,59662.71
108,2021/11/17-12,60824.38,60831.3,60451.42,60500.01,49.63305006,60134.59
109,2021/11/17-11,60512.66,60831.3,60351.44,60824.38,93.49767791,60500.01
110,2021/11/17-10,58933.1,60601.06,58434.8,60512.66,170.6298384,60824.38
111,2021/11/17-9:,59593.62,59593.62,58828.45,58933.1,72.03322387,60512.66
112,2021/11/17-8:,59729.52,59992.34,59573.97,59593.62,67.68770683,58933.1
113,2021/11/17-7:,59623.39,60127.47,59368.51,59729.52,68.1904733,59593.62
114,2021/11/17-6:,59619.8,59806.37,59330.79,59623.39,41.49267813,59729.52
115,2021/11/17-5:,59420.72,59856.0,59299.37,59619.8,85.81329618,59623.39
116,2021/11/17-4:,59050.45,59517.82,58628.91,59420.72,103.5481508,59619.8
117,2021/11/17-3:,59411.79,59791.3,58573.0,59050.45,147.47866,59420.72
118,2021/11/17-2:,59378.52,59746.75,59087.79,59411.79,79.92542274,59050.45
119,2021/11/17-1:,59769.21,60290.18,59250.0,59378.52,142.7102577,59411.79
120,2021/11/17-0:,60121.66,60453.83,59524.79,59769.21,142.6742329,59378.52
121,2021/11/16-23,60627.51,60699.77,60098.0,60121.66,58.42954266,59769.21
122,2021/11/16-22,60498.53,61190.21,60418.36,60627.51,53.67164202,60121.66
123,2021/11/16-21,59754.0,60956.15,59693.31,60498.53,155.2341989,60627.51
124,2021/11/16-20,60285.7,60285.7,59158.2,59754.0,151.5037096,60498.53
125,2021/11/16-19,59968.68,60643.98,59817.9,60285.7,186.8094635,59754.0
126,2021/11/16-18,60513.89,60676.76,59968.68,59968.68,68.07781011,60285.7
127,2021/11/16-17,60681.05,60872.06,60272.22,60513.89,91.9558457,59968.68
128,2021/11/16-16,60733.76,60965.99,60413.04,60681.05,95.51140254,60513.89
129,2021/11/16-15,60953.41,61123.34,60626.65,60733.76,81.55334031,60681.05
130,2021/11/16-14,60582.87,61406.96,60518.91,60953.41,101.1285806,60733.76
131,2021/11/16-13,60080.66,60782.1,60055.36,60582.87,73.09454549,60953.41
132,2021/11/16-12,60618.34,60894.28,60057.88,60080.66,151.4547785,60582.87
133,2021/11/16-11,60243.64,60672.33,60127.89,60618.34,69.39943237,60080.66
134,2021/11/16-10,60218.38,60349.43,58614.21,60243.64,435.9285072,60618.34
135,2021/11/16-9:,61021.8,61281.19,60186.48,60218.38,65.42277486,60243.64
136,2021/11/16-8:,60828.69,61047.48,60621.89,61021.8,32.15191074,60218.38
137,2021/11/16-7:,60887.78,61072.32,60468.75,60828.69,43.35785948,61021.8
138,2021/11/16-6:,60984.46,61025.29,60330.94,60887.78,77.29317725,60828.69
139,2021/11/16-5:,61255.84,61464.05,60837.48,60984.46,89.97787346,60887.78
140,2021/11/16-4:,60944.13,61558.53,60406.29,61255.84,130.4553959,60984.46
141,2021/11/16-3:,61670.92,61853.78,60503.0,60944.13,214.5670938,61255.84
142,2021/11/16-2:,62153.93,62262.94,61551.37,61670.92,71.80403079,60944.13
143,2021/11/16-1:,62562.69,62634.36,61082.67,62153.93,415.7944801,61670.92
144,2021/11/16-0:,63623.17,63623.17,62515.0,62562.69,130.9803888,62153.93
145,2021/11/15-23,63950.59,63999.02,63498.55,63623.17,38.06812051,62562.69
146,2021/11/15-22,63923.33,64034.3,63448.86,63950.59,46.13766521,63623.17
147,2021/11/15-21,63907.14,64025.97,63363.0,63923.33,84.42184923,63950.59
148,2021/11/15-20,64259.4,64259.4,63806.48,63907.14,59.8974997,63923.33
149,2021/11/15-19,63824.59,64313.71,63666.0,64259.4,82.66632842,63907.14
150,2021/11/15-18,64037.89,64175.46,63650.0,63824.59,71.98794535,64259.4
151,2021/11/15-17,64255.83,64433.61,64034.87,64037.89,41.14096983,63824.59
152,2021/11/15-16,64325.39,64431.78,63915.56,64255.83,90.83342921,64037.89
153,2021/11/15-15,64877.86,64899.22,64250.0,64325.39,111.4807737,64255.83
154,2021/11/15-14,65514.45,65514.5,64777.0,64877.86,76.23581574,64325.39
155,2021/11/15-13,65694.27,65792.91,65389.99,65514.45,39.3303402,64877.86
156,2021/11/15-12,65713.8,65949.21,65568.86,65694.27,19.6775141,65514.45
157,2021/11/15-11,65978.99,65978.99,65660.99,65713.8,8.656287206,65694.27
158,2021/11/15-10,65996.67,66070.59,65761.07,65978.99,6.153943097,65713.8
159,2021/11/15-9:,65751.13,66340.74,65716.91,65996.67,53.59263067,65978.99
160,2021/11/15-8:,65626.25,65851.26,65272.03,65751.13,53.73543581,65996.67
161,2021/11/15-7:,65711.38,65767.05,65527.58,65626.25,8.367991896,65751.13
162,2021/11/15-6:,65732.3,65856.74,65647.91,65711.38,9.462997653,65626.25
163,2021/11/15-5:,65809.31,65931.22,65729.55,65732.3,18.09521129,65711.38
164,2021/11/15-4:,65744.18,65875.88,65733.27,65809.31,37.71215215,65732.3
165,2021/11/15-3:,65709.43,65880.96,65621.44,65744.18,19.05935731,65809.31
166,2021/11/15-2:,65922.07,65967.27,65681.65,65709.43,16.53916203,65744.18
167,2021/11/15-1:,65875.89,65944.01,65543.97,65922.07,27.65400238,65709.43
168,2021/11/15-0:,65499.99,66200.0,65499.99,65875.89,70.25505738,65922.07
