id,Date,Open,High,Low,Close,Volume,Futureprice
1,2021-11-28-23-59,57242.21,57339.52,57227.47,57338.55,0.25051,57481.64
2,2021-11-28-23-58,57245.03,57278.69,57245.03,57278.69,0.22657127,57338.55
3,2021-11-28-23-57,57214.77,57240.12,57201.13,57225.32,0.03794212,57278.69
4,2021-11-28-23-56,57180.98,57228.58,57175.84,57214.77,10.02404767,57225.32
5,2021-11-28-23-55,57190.55,57190.55,57145.64,57145.64,0.23930382,57214.77
6,2021-11-28-23-54,57228.06,57234.05,57183.95,57213.04,0.16451779,57145.64
7,2021-11-28-23-53,57217.16,57238.86,57217.16,57238.86,0.23643778,57213.04
8,2021-11-28-23-52,57152.49,57158.33,57100.0,57158.33,0.07157116,57238.86
9,2021-11-28-23-51,57200.0,57223.19,57152.53,57165.39,3.58749602,57158.33
10,2021-11-28-23-50,57166.15,57257.3,57166.15,57257.3,0.50629059,57165.39
11,2021-11-28-23-49,57179.09,57179.09,57179.09,57179.09,0.04373478,57257.3
12,2021-11-28-23-48,57203.97,57203.97,57166.53,57182.21,0.61254286,57179.09
13,2021-11-28-23-47,57234.08,57280.65,57181.27,57181.27,1.12662258,57182.21
14,2021-11-28-23-46,57178.69,57180.08,57178.09,57180.08,0.1250522,57181.27
15,2021-11-28-23-45,57138.0,57177.35,57125.49,57177.35,1.01082847,57180.08
16,2021-11-28-23-44,57198.6,57230.84,57158.72,57162.89,0.77408091,57177.35
17,2021-11-28-23-43,57176.0,57226.17,57167.67,57226.17,0.20406695,57162.89
18,2021-11-28-23-42,57255.69,57260.61,57190.02,57191.06,0.54623342,57226.17
19,2021-11-28-23-41,57257.89,57291.73,57256.17,57268.34,0.24522573,57191.06
20,2021-11-28-23-40,57261.95,57267.12,57251.62,57264.69,0.36735674,57268.34
21,2021-11-28-23-39,57363.37,57364.57,57247.49,57280.3,1.0266435,57264.69
22,2021-11-28-23-38,57353.07,57401.18,57353.07,57382.06,0.05492,57280.3
23,2021-11-28-23-37,57295.1,57379.99,57276.86,57379.99,0.85001658,57382.06
24,2021-11-28-23-36,57299.11,57347.57,57277.79,57277.79,2.90286374,57379.99
25,2021-11-28-23-35,57289.58,57319.9,57269.89,57296.36,0.47473006,57277.79
26,2021-11-28-23-34,57349.66,57352.71,57268.96,57298.12,0.54854381,57296.36
27,2021-11-28-23-33,57459.97,57459.97,57339.31,57339.31,0.48582713,57298.12
28,2021-11-28-23-32,57418.29,57482.42,57411.12,57449.03,3.94271234,57339.31
29,2021-11-28-23-31,57441.0,57441.0,57401.79,57414.94,0.34358652,57449.03
30,2021-11-28-23-30,57333.21,57441.0,57333.21,57441.0,1.23354015,57414.94
31,2021-11-28-23-29,57256.24,57328.23,57256.24,57328.23,1.95822788,57441.0
32,2021-11-28-23-28,57256.41,57290.17,57242.7,57277.02,1.43959046,57328.23
33,2021-11-28-23-27,57381.92,57395.0,57271.01,57272.25,1.11222629,57277.02
34,2021-11-28-23-26,57362.8,57404.85,57362.8,57394.05,1.2704087,57272.25
35,2021-11-28-23-25,57260.53,57337.84,57260.53,57337.84,0.24397494,57394.05
36,2021-11-28-23-24,57323.54,57344.71,57260.69,57260.69,1.38364836,57337.84
37,2021-11-28-23-23,57298.66,57322.73,57243.62,57322.73,1.39367374,57260.69
38,2021-11-28-23-22,57338.74,57338.74,57288.98,57291.93,0.05313188,57322.73
39,2021-11-28-23-21,57311.74,57377.27,57308.38,57308.38,3.3253321,57291.93
40,2021-11-28-23-20,57247.08,57277.36,57237.03,57258.86,0.41427945,57308.38
41,2021-11-28-23-19,57211.76,57290.26,57207.44,57242.6,0.71352977,57258.86
42,2021-11-28-23-18,57276.78,57288.83,57200.96,57287.23,1.27138821,57242.6
43,2021-11-28-23-17,57328.07,57328.07,57237.62,57276.78,2.35469827,57287.23
44,2021-11-28-23-16,57330.73,57428.2,57310.03,57398.8,19.31793857,57276.78
45,2021-11-28-23-15,57046.5,57372.81,57046.5,57303.69,2.13148712,57398.8
46,2021-11-28-23-14,57044.46,57044.78,57005.4,57023.16,0.88069868,57303.69
47,2021-11-28-23-13,57075.63,57141.9,57046.24,57071.13,2.90272637,57023.16
48,2021-11-28-23-12,57183.49,57183.49,57071.55,57074.39,1.80805486,57071.13
49,2021-11-28-23-11,57148.05,57205.21,57120.29,57181.28,0.97137362,57074.39
50,2021-11-28-23-10,57249.62,57339.13,57130.73,57130.73,2.98780473,57181.28
51,2021-11-28-23-09,57081.3,57261.06,57027.69,57238.49,4.38802799,57130.73
52,2021-11-28-23-08,57000.0,57118.0,56988.61,57087.0,11.76480105,57238.49
53,2021-11-28-23-07,56700.0,56997.05,56646.78,56997.05,15.53735938,57087.0
54,2021-11-28-23-06,56529.0,56681.0,56529.0,56681.0,0.37222093,56997.05
55,2021-11-28-23-05,56370.97,56528.56,56370.97,56494.75,2.76756049,56681.0
56,2021-11-28-23-04,56262.18,56377.15,56246.49,56366.97,1.03205489,56494.75
57,2021-11-28-23-03,56150.52,56276.71,56150.52,56276.71,1.11509398,56366.97
58,2021-11-28-23-02,56267.21,56267.21,56141.55,56158.08,2.68656028,56276.71
59,2021-11-28-23-01,56255.37,56266.14,56137.8,56233.86,1.23834809,56158.08
60,2021-11-28-23-00,56108.45,56219.09,56108.45,56219.09,1.04521692,56233.86
61,2021-11-28-22-59,56103.95,56142.53,56101.27,56120.81,0.09408873,56219.09
62,2021-11-28-22-58,56121.65,56124.76,56093.22,56099.71,0.58901,56120.81
63,2021-11-28-22-57,56170.31,56170.64,56079.12,56099.66,1.09010916,56099.71
64,2021-11-28-22-56,56155.35,56201.2,56151.96,56180.13,0.76787059,56099.66
65,2021-11-28-22-55,56243.09,56243.09,56134.01,56168.48,2.60587906,56180.13
66,2021-11-28-22-54,56188.0,56247.79,56185.0,56242.1,1.52663222,56168.48
67,2021-11-28-22-53,56253.09,56260.48,56182.5,56184.9,2.44371767,56242.1
68,2021-11-28-22-52,56290.99,56322.07,56254.29,56254.29,0.65104472,56184.9
69,2021-11-28-22-51,56289.28,56298.68,56258.8,56266.78,3.09939565,56254.29
70,2021-11-28-22-50,56329.78,56381.65,56292.26,56292.26,0.69218144,56266.78
71,2021-11-28-22-49,56320.14,56323.87,56320.14,56323.87,0.09091065,56292.26
72,2021-11-28-22-48,56313.13,56313.13,56283.09,56291.45,0.99246815,56323.87
73,2021-11-28-22-47,56302.22,56312.19,56298.68,56298.68,0.3024868,56291.45
74,2021-11-28-22-46,56327.39,56327.39,56303.64,56303.64,0.45068724,56298.68
75,2021-11-28-22-45,56268.36,56400.06,56268.36,56382.83,0.80558513,56303.64
76,2021-11-28-22-44,56345.94,56354.07,56285.89,56285.89,0.31417932,56382.83
77,2021-11-28-22-43,56397.49,56401.4,56298.81,56311.91,1.14151439,56285.89
78,2021-11-28-22-42,56441.05,56445.5,56420.05,56420.05,0.16894246,56311.91
79,2021-11-28-22-41,56452.61,56452.61,56434.28,56434.28,0.00986,56420.05
80,2021-11-28-22-40,56421.06,56439.34,56369.25,56439.34,31.03929522,56434.28
81,2021-11-28-22-39,56455.5,56459.64,56428.81,56428.81,0.27703719,56439.34
82,2021-11-28-22-38,56421.61,56453.41,56421.61,56453.41,0.04518099,56428.81
83,2021-11-28-22-37,56393.64,56393.64,56380.14,56380.14,0.05799,56453.41
84,2021-11-28-22-36,56334.63,56352.3,56334.62,56352.3,0.73928707,56380.14
85,2021-11-28-22-35,56276.54,56297.24,56276.54,56297.24,0.27372348,56352.3
86,2021-11-28-22-34,56245.53,56260.17,56245.53,56260.17,0.26674699,56297.24
87,2021-11-28-22-33,56300.0,56315.4,56242.37,56247.96,20.3509571,56260.17
88,2021-11-28-22-32,56319.68,56326.0,56300.0,56300.0,1.64803261,56247.96
89,2021-11-28-22-31,56413.65,56416.39,56299.9,56308.82,5.56183259,56300.0
90,2021-11-28-22-30,56406.69,56451.54,56406.69,56435.33,0.43756375,56308.82
91,2021-11-28-22-29,56263.77,56370.13,56245.73,56370.13,1.8614305,56435.33
92,2021-11-28-22-28,56362.73,56374.11,56228.49,56255.29,3.03806729,56370.13
93,2021-11-28-22-27,56468.15,56471.82,56369.36,56369.36,1.39146737,56255.29
94,2021-11-28-22-26,56507.09,56507.32,56478.83,56481.77,0.26698742,56369.36
95,2021-11-28-22-25,56510.33,56535.92,56500.0,56500.0,4.41381837,56481.77
96,2021-11-28-22-24,56521.64,56521.64,56467.85,56471.47,0.89211864,56500.0
97,2021-11-28-22-23,56546.65,56559.65,56536.88,56559.65,0.09139558,56471.47
98,2021-11-28-22-22,56582.17,56634.48,56579.69,56584.19,1.53558515,56559.65
99,2021-11-28-22-21,56553.78,56582.17,56519.51,56582.17,0.43011063,56584.19
100,2021-11-28-22-20,56494.18,56580.5,56487.92,56553.78,0.43759969,56582.17
101,2021-11-28-22-19,56498.64,56504.84,56488.04,56488.04,0.02593,56553.78
102,2021-11-28-22-18,56594.42,56608.5,56505.54,56505.54,0.62631606,56488.04
103,2021-11-28-22-17,56717.65,56717.65,56545.43,56546.77,8.33830227,56505.54
104,2021-11-28-22-16,56718.5,56777.26,56718.5,56730.14,2.70189485,56546.77
105,2021-11-28-22-15,56596.39,56704.14,56596.39,56704.14,0.79149104,56730.14
106,2021-11-28-22-14,56582.79,56597.42,56555.57,56560.91,1.34594904,56704.14
107,2021-11-28-22-13,56542.23,56593.42,56488.63,56538.13,3.38009719,56560.91
108,2021-11-28-22-12,56517.9,56541.23,56517.9,56535.17,0.26081234,56538.13
109,2021-11-28-22-11,56449.17,56451.02,56390.16,56426.65,1.87045397,56535.17
110,2021-11-28-22-10,56557.73,56557.73,56424.75,56445.55,3.10632611,56426.65
111,2021-11-28-22-09,56552.73,56597.2,56537.03,56559.93,2.0493643,56445.55
112,2021-11-28-22-08,56692.21,56700.57,56533.83,56567.53,3.55723124,56559.93
113,2021-11-28-22-07,56718.97,56729.0,56626.17,56708.1,6.592681,56567.53
114,2021-11-28-22-06,56672.53,56729.09,56641.21,56729.09,1.43187765,56708.1
115,2021-11-28-22-05,56570.0,56677.81,56541.23,56677.81,0.62662031,56729.09
116,2021-11-28-22-04,56700.0,56740.0,56543.13,56559.64,7.26836907,56677.81
117,2021-11-28-22-03,56529.0,56694.4,56509.04,56694.4,8.76237532,56559.64
118,2021-11-28-22-02,56421.4,56528.41,56327.97,56528.41,2.73712595,56694.4
119,2021-11-28-22-01,56520.78,56525.35,56470.17,56470.17,8.02178805,56528.41
120,2021-11-28-22-00,56389.93,56525.35,56389.93,56514.84,3.81112536,56470.17
121,2021-11-28-21-59,56316.02,56398.21,56270.83,56342.79,0.49838974,56514.84
122,2021-11-28-21-58,56203.91,56381.42,56203.91,56338.63,0.97998164,56342.79
123,2021-11-28-21-57,56387.86,56402.43,56275.75,56275.75,1.62500246,56338.63
124,2021-11-28-21-56,56392.88,56437.49,56371.16,56387.86,1.37677855,56275.75
125,2021-11-28-21-55,56386.99,56434.0,56265.17,56390.36,3.7315576,56387.86
126,2021-11-28-21-54,56010.43,56415.84,55985.63,56415.84,25.11326184,56390.36
127,2021-11-28-21-53,55959.52,56024.72,55945.15,56024.72,4.67073071,56415.84
128,2021-11-28-21-52,55824.65,55955.07,55824.65,55934.14,2.14516685,56024.72
129,2021-11-28-21-51,55791.0,55835.3,55791.0,55835.3,0.1197037,55934.14
130,2021-11-28-21-50,55840.96,55840.96,55795.07,55797.53,0.36031394,55835.3
131,2021-11-28-21-49,55791.18,55826.85,55791.18,55826.85,0.09096803,55797.53
132,2021-11-28-21-48,55853.69,55853.69,55788.97,55788.97,0.03438491,55826.85
133,2021-11-28-21-47,55810.67,55833.53,55785.97,55811.37,0.11276836,55788.97
134,2021-11-28-21-46,55822.48,55845.8,55810.67,55813.93,2.18695441,55811.37
135,2021-11-28-21-45,55838.84,55838.84,55809.17,55809.17,0.41118318,55813.93
136,2021-11-28-21-44,55900.0,55940.93,55881.22,55881.22,0.65604637,55809.17
137,2021-11-28-21-43,55875.36,55881.64,55833.64,55862.44,0.83365524,55881.22
138,2021-11-28-21-42,55971.0,55979.96,55904.55,55908.05,0.36811256,55862.44
139,2021-11-28-21-41,55931.86,55960.76,55927.15,55941.34,0.85921763,55908.05
140,2021-11-28-21-40,55884.5,55955.0,55868.64,55926.05,3.93051543,55941.34
141,2021-11-28-21-39,55830.73,55865.64,55830.73,55865.64,3.0134152,55926.05
142,2021-11-28-21-38,55752.36,55843.03,55752.36,55830.73,1.59698357,55865.64
143,2021-11-28-21-37,55706.82,55773.44,55706.82,55772.11,2.49856368,55830.73
144,2021-11-28-21-36,55737.21,55746.59,55712.79,55712.79,0.12400546,55772.11
145,2021-11-28-21-35,55739.74,55739.74,55700.21,55700.81,0.27560589,55712.79
146,2021-11-28-21-34,55764.48,55821.87,55689.29,55704.06,0.80640709,55700.81
147,2021-11-28-21-33,55770.0,55788.88,55702.79,55785.92,1.02539941,55704.06
148,2021-11-28-21-32,55874.6,55899.99,55780.72,55780.72,1.32960608,55785.92
149,2021-11-28-21-31,55749.98,55771.44,55697.21,55750.22,0.65411412,55780.72
150,2021-11-28-21-30,55818.4,55867.43,55760.13,55777.47,5.66268718,55750.22
151,2021-11-28-21-29,55800.0,55837.13,55749.28,55817.77,1.94316617,55777.47
152,2021-11-28-21-28,55731.0,55837.23,55694.25,55784.56,16.21592059,55817.77
153,2021-11-28-21-27,55532.71,55723.5,55532.71,55723.5,2.8128858,55784.56
154,2021-11-28-21-26,55511.71,55661.52,55491.44,55491.44,8.15781474,55723.5
155,2021-11-28-21-25,55384.59,55511.71,55384.59,55511.71,8.78099993,55491.44
156,2021-11-28-21-24,55218.6,55384.59,55166.7,55350.25,21.77415101,55511.71
157,2021-11-28-21-23,55202.01,55240.04,55202.01,55210.14,2.22054513,55350.25
158,2021-11-28-21-22,55185.69,55238.87,55185.69,55204.67,0.42126289,55210.14
159,2021-11-28-21-21,55155.1,55173.0,55155.1,55173.0,1.20893626,55204.67
160,2021-11-28-21-20,55097.02,55155.1,55097.02,55148.53,0.05268,55173.0
161,2021-11-28-21-19,55096.34,55119.54,55096.34,55098.0,0.05104255,55148.53
162,2021-11-28-21-18,55069.41,55096.34,55065.71,55096.34,0.02783,55098.0
163,2021-11-28-21-17,55019.41,55075.5,55015.46,55075.5,0.25582,55096.34
164,2021-11-28-21-16,55010.14,55037.61,54988.04,55037.61,0.13695465,55075.5
165,2021-11-28-21-15,55004.95,55012.1,55004.95,55009.01,0.0546683,55037.61
166,2021-11-28-21-14,54978.67,55004.95,54975.32,54998.86,0.57127,55009.01
167,2021-11-28-21-13,54959.09,54978.67,54959.09,54978.67,0.02886207,54998.86
168,2021-11-28-21-12,54982.81,54982.81,54938.93,54953.04,0.16301,54978.67
169,2021-11-28-21-11,54954.7,55004.94,54954.7,54973.5,0.09422844,54953.04
170,2021-11-28-21-10,54959.47,54960.78,54948.22,54954.7,0.09351,54973.5
171,2021-11-28-21-09,54948.59,54957.56,54923.29,54948.99,2.00860217,54954.7
172,2021-11-28-21-08,54939.95,54985.24,54939.95,54963.91,5.40796123,54948.99
173,2021-11-28-21-07,54977.05,54977.05,54910.23,54910.23,0.17114236,54963.91
174,2021-11-28-21-06,55016.58,55016.58,54985.23,54991.5,0.32493825,54910.23
175,2021-11-28-21-05,55022.97,55024.39,55004.82,55014.14,0.89591,54991.5
176,2021-11-28-21-04,54987.82,55032.02,54983.52,55018.39,1.8831,55014.14
177,2021-11-28-21-03,55047.81,55047.81,54970.22,54970.22,0.25189,55018.39
178,2021-11-28-21-02,55077.27,55086.7,55077.27,55081.88,0.11137531,54970.22
179,2021-11-28-21-01,54990.63,55073.27,54990.63,55062.71,0.27121129,55081.88
180,2021-11-28-21-00,54986.84,54992.62,54980.56,54992.62,0.019,55062.71
181,2021-11-28-20-59,54982.47,54989.25,54977.11,54983.55,0.08798773,54992.62
182,2021-11-28-20-58,54991.43,55011.44,54975.12,55002.48,0.04134231,54983.55
183,2021-11-28-20-57,55015.63,55016.19,54990.15,54990.21,0.05485,55002.48
184,2021-11-28-20-56,54983.6,54999.93,54983.6,54995.15,1.40754456,54990.21
185,2021-11-28-20-55,54989.16,54989.18,54969.51,54969.51,0.08002193,54995.15
186,2021-11-28-20-54,54933.23,54985.22,54902.24,54985.22,1.95659553,54969.51
187,2021-11-28-20-53,54893.24,54931.43,54878.57,54931.43,0.54736829,54985.22
188,2021-11-28-20-52,54920.0,54936.33,54893.95,54897.3,0.09126664,54931.43
189,2021-11-28-20-51,54944.06,54971.69,54936.8,54961.2,0.01440078,54897.3
190,2021-11-28-20-50,54944.74,54946.54,54944.74,54946.54,0.00395,54961.2
191,2021-11-28-20-49,54963.78,54968.73,54931.72,54931.72,0.10445294,54946.54
192,2021-11-28-20-48,54953.92,55016.82,54948.12,54950.13,0.79490113,54931.72
193,2021-11-28-20-47,54987.16,54987.16,54924.4,54948.52,0.13146432,54950.13
194,2021-11-28-20-46,55006.68,55017.88,54975.9,54986.69,0.22250626,54948.52
195,2021-11-28-20-45,54932.33,54989.74,54932.33,54983.06,0.13669,54986.69
196,2021-11-28-20-44,55006.39,55006.39,54917.51,54917.51,0.26828502,54983.06
197,2021-11-28-20-43,55058.85,55058.85,54944.63,54982.61,1.05341636,54917.51
198,2021-11-28-20-42,55099.1,55099.1,55091.84,55091.84,0.01973794,54982.61
199,2021-11-28-20-41,55194.5,55200.0,55081.77,55100.3,1.40009872,55091.84
200,2021-11-28-20-40,55104.18,55190.63,55104.18,55190.63,6.43647939,55100.3
201,2021-11-28-20-39,55072.42,55100.68,55072.42,55100.68,0.07047734,55190.63
202,2021-11-28-20-38,55053.98,55089.05,55053.98,55073.37,0.05540129,55100.68
203,2021-11-28-20-37,55027.25,55071.93,55027.25,55071.93,1.29373469,55073.37
204,2021-11-28-20-36,54956.95,55101.0,54952.83,55086.81,6.08514449,55071.93
205,2021-11-28-20-35,54931.28,54993.24,54931.28,54961.44,0.11432899,55086.81
206,2021-11-28-20-34,54941.35,54945.18,54911.54,54938.2,0.01441666,54961.44
207,2021-11-28-20-33,54963.08,54989.67,54904.03,54907.99,6.59799777,54938.2
208,2021-11-28-20-32,54913.53,54943.91,54913.53,54943.91,0.027863,54907.99
209,2021-11-28-20-31,54897.0,54944.56,54897.0,54943.54,0.14488017,54943.91
210,2021-11-28-20-30,54831.79,54895.6,54831.79,54885.36,0.34847111,54943.54
211,2021-11-28-20-29,54837.56,54837.56,54811.01,54828.69,0.35033069,54885.36
212,2021-11-28-20-28,54769.42,54855.76,54769.42,54812.56,1.19503955,54828.69
213,2021-11-28-20-27,54757.32,54784.54,54757.32,54769.42,0.02928,54812.56
214,2021-11-28-20-26,54763.05,54763.05,54759.66,54759.66,0.00373,54769.42
215,2021-11-28-20-25,54841.24,54841.24,54776.62,54776.62,1.15172958,54759.66
216,2021-11-28-20-24,54744.71,54791.7,54743.08,54791.7,0.81092839,54776.62
217,2021-11-28-20-23,54748.38,54751.17,54744.72,54744.72,0.02636,54791.7
218,2021-11-28-20-22,54727.37,54750.05,54712.07,54750.05,1.1867216,54744.72
219,2021-11-28-20-21,54707.56,54707.56,54707.56,54707.56,0.00572,54750.05
220,2021-11-28-20-20,54726.92,54753.16,54676.78,54693.65,0.27144242,54707.56
221,2021-11-28-20-19,54750.61,54800.02,54720.29,54720.29,0.1686991,54693.65
222,2021-11-28-20-18,54772.01,54783.67,54770.69,54777.38,0.43369,54720.29
223,2021-11-28-20-17,54811.92,54811.92,54771.88,54805.1,0.13269,54777.38
224,2021-11-28-20-16,54832.4,54832.72,54828.34,54828.34,0.01682379,54805.1
225,2021-11-28-20-15,54868.75,54868.75,54844.15,54844.15,0.02794,54828.34
226,2021-11-28-20-14,54805.53,54890.43,54805.53,54885.26,0.69164557,54844.15
227,2021-11-28-20-13,54762.12,54785.29,54762.12,54766.65,0.36698169,54885.26
228,2021-11-28-20-12,54807.82,54837.28,54807.82,54837.28,0.04682,54766.65
229,2021-11-28-20-11,54821.16,54830.18,54808.82,54810.77,0.08343368,54837.28
230,2021-11-28-20-10,54809.35,54836.09,54809.35,54811.42,0.309579,54810.77
231,2021-11-28-20-09,54815.02,54840.31,54810.26,54810.26,0.1603406,54811.42
232,2021-11-28-20-08,54809.63,54809.63,54759.96,54774.21,0.01606892,54810.26
233,2021-11-28-20-07,54853.19,54856.79,54822.32,54822.32,0.91330679,54774.21
234,2021-11-28-20-06,54850.0,54858.4,54837.32,54850.65,0.12389418,54822.32
235,2021-11-28-20-05,54806.24,54850.0,54775.96,54850.0,0.26417635,54850.65
236,2021-11-28-20-04,54791.65,54827.84,54788.58,54827.84,0.19115892,54850.0
237,2021-11-28-20-03,54789.7,54789.7,54789.7,54789.7,0.00488,54827.84
238,2021-11-28-20-02,54789.69,54792.91,54770.76,54792.91,0.27273671,54789.7
239,2021-11-28-20-01,54700.03,54771.01,54691.93,54771.01,0.55870663,54792.91
240,2021-11-28-20-00,54692.73,54720.29,54674.58,54674.58,0.13133676,54771.01
241,2021-11-28-19-59,54751.83,54751.83,54607.79,54671.06,5.03725128,54674.58
242,2021-11-28-19-58,54791.81,54791.81,54762.09,54779.28,0.25976,54671.06
243,2021-11-28-19-57,54802.01,54802.01,54779.76,54791.81,0.05407813,54779.28
244,2021-11-28-19-56,54792.18,54808.91,54777.16,54808.91,0.0179044,54791.81
245,2021-11-28-19-55,54819.43,54819.43,54796.6,54796.6,0.13333975,54808.91
246,2021-11-28-19-54,54861.63,54867.73,54832.42,54832.42,0.2037951,54796.6
247,2021-11-28-19-53,54828.16,54871.19,54828.16,54858.18,0.62492368,54832.42
248,2021-11-28-19-52,54826.85,54848.63,54826.85,54838.26,0.11671714,54858.18
249,2021-11-28-19-51,54818.84,54839.96,54818.84,54835.82,2.63807654,54838.26
250,2021-11-28-19-50,54821.52,54846.05,54818.86,54818.86,1.02498,54835.82
251,2021-11-28-19-49,54857.68,54857.68,54827.22,54840.01,0.09349734,54818.86
252,2021-11-28-19-48,54818.29,54864.81,54818.29,54864.81,0.84584,54840.01
253,2021-11-28-19-47,54808.32,54841.28,54808.32,54833.53,0.01361399,54864.81
254,2021-11-28-19-46,54779.49,54833.53,54779.49,54817.85,0.04174712,54833.53
255,2021-11-28-19-45,54747.07,54781.14,54744.17,54754.24,0.155144,54817.85
256,2021-11-28-19-44,54755.7,54765.01,54682.79,54739.51,0.71125681,54754.24
257,2021-11-28-19-43,54832.3,54832.3,54755.7,54755.7,0.63453868,54739.51
258,2021-11-28-19-42,54915.0,54915.0,54834.18,54851.65,0.03294901,54755.7
259,2021-11-28-19-41,54866.88,54956.83,54866.88,54903.66,6.35798205,54851.65
260,2021-11-28-19-40,54827.25,54864.46,54805.68,54812.3,5.39360711,54903.66
261,2021-11-28-19-39,54870.44,54870.44,54796.8,54851.64,0.49602253,54812.3
262,2021-11-28-19-38,54936.62,54936.62,54896.19,54896.19,0.309145,54851.64
263,2021-11-28-19-37,54867.08,54947.85,54859.02,54947.85,3.30591428,54896.19
264,2021-11-28-19-36,54766.46,54860.75,54766.46,54860.75,6.60610311,54947.85
265,2021-11-28-19-35,54713.71,54777.74,54713.71,54777.74,0.01980228,54860.75
266,2021-11-28-19-34,54667.25,54683.86,54667.04,54677.14,0.02658877,54777.74
267,2021-11-28-19-33,54595.13,54708.7,54588.6,54672.08,0.66287402,54677.14
268,2021-11-28-19-32,54588.0,54615.51,54579.02,54615.51,0.417461,54672.08
269,2021-11-28-19-31,54588.3,54609.62,54575.45,54588.0,0.07216,54615.51
270,2021-11-28-19-30,54534.88,54595.31,54534.88,54574.89,1.23425,54588.0
271,2021-11-28-19-29,54513.16,54534.88,54503.5,54534.88,0.03667,54574.89
272,2021-11-28-19-28,54514.45,54528.57,54498.43,54502.39,0.18250758,54534.88
273,2021-11-28-19-27,54515.73,54523.63,54503.98,54523.63,0.07661,54502.39
274,2021-11-28-19-26,54504.94,54527.0,54504.94,54510.0,0.02213168,54523.63
275,2021-11-28-19-25,54512.02,54546.17,54484.26,54501.09,0.57898797,54510.0
276,2021-11-28-19-24,54528.37,54560.99,54528.06,54528.06,0.02714,54501.09
277,2021-11-28-19-23,54555.36,54555.36,54509.04,54528.37,0.07798,54528.06
278,2021-11-28-19-22,54539.81,54539.81,54528.51,54532.0,0.22597872,54528.37
279,2021-11-28-19-21,54546.36,54565.64,54518.48,54527.97,3.13872257,54532.0
280,2021-11-28-19-20,54572.56,54572.56,54572.56,54572.56,0.00198,54527.97
281,2021-11-28-19-19,54524.67,54625.55,54507.77,54625.55,1.00032834,54572.56
282,2021-11-28-19-18,54544.93,54565.73,54500.15,54531.33,2.0049966,54625.55
283,2021-11-28-19-17,54591.9,54591.9,54550.98,54550.98,0.14385426,54531.33
284,2021-11-28-19-16,54611.41,54611.41,54559.82,54571.14,0.21843173,54550.98
285,2021-11-28-19-15,54640.19,54651.75,54627.94,54649.09,0.66580194,54571.14
286,2021-11-28-19-14,54633.71,54702.9,54607.39,54678.86,0.68244696,54649.09
287,2021-11-28-19-13,54690.39,54727.33,54620.46,54620.46,1.0325538,54678.86
288,2021-11-28-19-12,54580.82,54740.83,54580.82,54709.81,1.73389278,54620.46
289,2021-11-28-19-11,54683.13,54689.74,54568.09,54568.09,0.30800054,54709.81
290,2021-11-28-19-10,54527.81,54677.02,54527.81,54666.32,13.40256926,54568.09
291,2021-11-28-19-09,54404.4,54527.81,54400.0,54527.81,6.43405535,54666.32
292,2021-11-28-19-08,54429.38,54522.8,54407.58,54421.73,5.14043938,54527.81
293,2021-11-28-19-07,54331.98,54401.0,54331.98,54401.0,4.32861006,54421.73
294,2021-11-28-19-06,54212.93,54331.98,54204.08,54331.98,10.22301618,54401.0
295,2021-11-28-19-05,54241.54,54241.54,54190.03,54200.99,2.68049731,54331.98
296,2021-11-28-19-04,54235.33,54251.75,54213.23,54251.75,2.07743798,54200.99
297,2021-11-28-19-03,54177.83,54237.09,54177.83,54183.82,2.58963388,54251.75
298,2021-11-28-19-02,54127.22,54146.52,54127.22,54146.52,0.0378,54183.82
299,2021-11-28-19-01,54105.89,54124.47,54105.89,54124.47,0.28317,54146.52
300,2021-11-28-19-00,54177.02,54197.86,54111.91,54111.91,0.03751155,54124.47
301,2021-11-28-18-59,54123.52,54189.09,54123.52,54189.09,0.76276488,54111.91
302,2021-11-28-18-58,54084.12,54090.97,54072.09,54090.97,1.23797,54189.09
303,2021-11-28-18-57,54123.93,54147.82,54123.93,54147.82,0.65319,54090.97
304,2021-11-28-18-56,54178.24,54178.24,54164.49,54164.49,0.01014575,54147.82
305,2021-11-28-18-55,54136.85,54201.82,54136.85,54201.82,0.50891828,54164.49
306,2021-11-28-18-54,54074.01,54079.61,54044.68,54079.61,0.44952108,54201.82
307,2021-11-28-18-53,53981.99,54075.07,53943.18,54075.07,0.19973,54079.61
308,2021-11-28-18-52,53969.21,53969.21,53914.94,53914.94,0.24282602,54075.07
309,2021-11-28-18-51,53899.29,53922.38,53892.0,53901.55,0.10210879,53914.94
310,2021-11-28-18-50,54149.22,54149.22,53969.24,53992.47,2.09331658,53901.55
311,2021-11-28-18-49,54182.13,54182.13,54121.83,54128.88,0.48355753,53992.47
312,2021-11-28-18-48,54101.0,54201.0,54079.91,54132.42,9.50905609,54128.88
313,2021-11-28-18-47,53938.88,54056.9,53938.88,54046.1,0.22446705,54132.42
314,2021-11-28-18-46,54030.41,54030.41,53921.84,53970.17,0.70601544,54046.1
315,2021-11-28-18-45,53838.88,54074.0,53838.88,53999.27,16.41845276,53970.17
316,2021-11-28-18-44,53999.99,54071.97,53761.61,53831.3,20.66262551,53999.27
317,2021-11-28-18-43,53527.59,54000.0,53308.93,53949.75,38.83371411,53831.3
318,2021-11-28-18-42,53628.72,53632.84,53531.0,53531.0,3.79452276,53949.75
