id,Date,Open,High,Low,Close,Volume,Futureprice
2121,2021-11-27-12-39,54782.53,54790.79,54775.2,54775.2,0.01311326,54874.05
2122,2021-11-27-12-38,54831.52,54849.09,54796.43,54828.6,1.24919773,54775.2
2123,2021-11-27-12-37,54742.97,54742.97,54742.97,54742.97,0.00457038,54828.6
2124,2021-11-27-12-36,54700.0,54700.0,54700.0,54700.0,2.0,54742.97
2125,2021-11-27-12-35,54685.53,54696.18,54664.48,54696.18,0.03569218,54700.0
2126,2021-11-27-12-34,54650.29,54697.55,54642.16,54680.18,0.18990169,54696.18
2127,2021-11-27-12-33,54637.01,54651.72,54637.0,54651.72,0.11312431,54680.18
2128,2021-11-27-12-32,54665.0,54678.81,54648.89,54656.36,0.20017297,54651.72
2129,2021-11-27-12-31,54700.54,54700.54,54666.7,54666.7,0.13273942,54656.36
2130,2021-11-27-12-30,54667.17,54693.18,54667.17,54693.18,0.11946,54666.7
2131,2021-11-27-12-29,54646.37,54651.0,54646.37,54651.0,0.02611647,54693.18
2132,2021-11-27-12-28,54672.49,54672.49,54644.42,54644.42,0.41376,54651.0
2133,2021-11-27-12-27,54663.47,54676.3,54652.18,54676.3,0.0223771,54644.42
2134,2021-11-27-12-26,54667.0,54695.54,54625.77,54641.96,2.25203482,54676.3
2135,2021-11-27-12-25,54595.78,54673.97,54595.78,54667.0,0.42469854,54641.96
2136,2021-11-27-12-24,54582.8,54582.8,54561.22,54561.22,0.0433063,54667.0
2137,2021-11-27-12-23,54615.59,54615.59,54600.43,54600.43,0.00314519,54561.22
2138,2021-11-27-12-22,54641.3,54641.3,54629.56,54638.06,0.01023725,54600.43
2139,2021-11-27-12-21,54560.08,54614.79,54560.08,54614.79,0.121179,54638.06
2140,2021-11-27-12-20,54547.63,54547.63,54547.63,54547.63,0.0,54614.79
2141,2021-11-27-12-19,54589.69,54589.69,54547.63,54547.63,0.10084,54547.63
2142,2021-11-27-12-18,54654.55,54654.55,54640.82,54640.82,0.00731,54547.63
2143,2021-11-27-12-17,54625.06,54682.65,54625.06,54682.65,0.00633557,54640.82
2144,2021-11-27-12-16,54667.49,54667.49,54637.48,54637.97,0.04925654,54682.65
2145,2021-11-27-12-15,54705.9,54728.69,54671.73,54671.73,2.27487737,54637.97
2146,2021-11-27-12-14,54669.37,54722.03,54669.37,54722.03,0.04837168,54671.73
2147,2021-11-27-12-13,54683.86,54683.86,54650.65,54662.29,0.229691,54722.03
2148,2021-11-27-12-12,54617.1,54660.39,54599.42,54660.39,0.47959907,54662.29
2149,2021-11-27-12-11,54559.0,54559.0,54547.9,54547.9,0.06951126,54660.39
2150,2021-11-27-12-10,54605.3,54625.37,54592.39,54625.37,1.69985776,54547.9
2151,2021-11-27-12-09,54622.21,54622.21,54613.96,54613.96,0.00509903,54625.37
2152,2021-11-27-12-08,54628.87,54641.11,54628.56,54628.56,0.453,54613.96
2153,2021-11-27-12-07,54678.7,54678.7,54642.98,54642.98,0.03145901,54628.56
2154,2021-11-27-12-06,54633.42,54691.91,54633.42,54683.33,0.00468796,54642.98
2155,2021-11-27-12-05,54655.37,54655.71,54650.8,54655.71,0.036442,54683.33
2156,2021-11-27-12-04,54635.99,54655.36,54635.99,54655.36,0.02111611,54655.71
2157,2021-11-27-12-03,54627.23,54637.12,54627.23,54637.12,0.10089,54655.36
2158,2021-11-27-12-02,54637.73,54637.73,54626.62,54626.62,0.05638567,54637.12
2159,2021-11-27-12-01,54644.16,54659.25,54643.65,54659.25,0.0086392,54626.62
2160,2021-11-27-12-00,54665.53,54690.16,54665.53,54677.7,0.03401589,54659.25
2161,2021-11-27-11-59,54651.64,54668.31,54651.64,54668.31,0.3593,54677.7
2162,2021-11-27-11-58,54668.31,54668.31,54668.31,54668.31,7.0E-4,54668.31
2163,2021-11-27-11-57,54607.15,54659.89,54607.15,54659.89,0.02087717,54668.31
2164,2021-11-27-11-56,54618.09,54625.1,54618.09,54625.1,0.00828894,54659.89
2165,2021-11-27-11-55,54649.35,54663.83,54618.74,54618.82,0.46292275,54625.1
2166,2021-11-27-11-54,54631.06,54645.44,54631.06,54645.44,0.01086,54618.82
2167,2021-11-27-11-53,54658.46,54658.46,54603.91,54604.02,0.08629959,54645.44
2168,2021-11-27-11-52,54647.85,54681.57,54647.85,54681.57,0.01124,54604.02
2169,2021-11-27-11-51,54588.39,54588.39,54587.59,54587.59,0.01464818,54681.57
2170,2021-11-27-11-50,54606.85,54612.88,54582.0,54588.1,0.27853854,54587.59
2171,2021-11-27-11-49,54605.0,54605.0,54605.0,54605.0,3.7516E-4,54588.1
2172,2021-11-27-11-48,54681.99,54681.99,54647.1,54649.02,0.089,54605.0
2173,2021-11-27-11-47,54672.62,54730.31,54672.62,54730.31,0.01132441,54649.02
2174,2021-11-27-11-46,54668.01,54693.67,54664.3,54693.67,0.02225618,54730.31
2175,2021-11-27-11-45,54678.99,54687.18,54678.99,54686.58,0.02122615,54693.67
2176,2021-11-27-11-44,54644.26,54696.79,54644.26,54696.79,0.11304,54686.58
2177,2021-11-27-11-43,54636.29,54646.97,54628.0,54644.26,0.147061,54696.79
2178,2021-11-27-11-42,54686.07,54686.07,54636.03,54655.99,0.97777532,54644.26
2179,2021-11-27-11-41,54674.08,54697.07,54674.0,54681.48,0.0945128,54655.99
2180,2021-11-27-11-40,54731.24,54731.24,54680.88,54680.88,2.66160656,54681.48
2181,2021-11-27-11-39,54733.27,54751.9,54725.2,54736.67,1.59781031,54680.88
2182,2021-11-27-11-38,54703.52,54746.4,54703.52,54739.63,0.15017197,54736.67
2183,2021-11-27-11-37,54731.77,54731.77,54697.17,54721.21,2.15108851,54739.63
2184,2021-11-27-11-36,54742.17,54747.56,54728.99,54729.3,2.80364787,54721.21
2185,2021-11-27-11-35,54715.17,54746.21,54714.47,54742.17,7.57770479,54729.3
2186,2021-11-27-11-34,54810.56,54810.56,54720.0,54734.57,1.24341037,54742.17
2187,2021-11-27-11-33,54782.96,54796.16,54770.12,54796.16,0.15064545,54734.57
2188,2021-11-27-11-32,54780.76,54804.62,54775.8,54778.96,0.02617372,54796.16
2189,2021-11-27-11-31,54828.98,54828.98,54798.29,54798.29,0.03255742,54778.96
2190,2021-11-27-11-30,54848.56,54848.56,54790.29,54817.1,0.13107258,54798.29
2191,2021-11-27-11-29,54915.9,54915.9,54915.9,54915.9,0.00862426,54817.1
2192,2021-11-27-11-28,54899.49,54928.76,54898.86,54928.76,0.37558402,54915.9
2193,2021-11-27-11-27,54872.9,54903.97,54862.53,54903.97,0.03845004,54928.76
2194,2021-11-27-11-26,54859.99,54892.35,54859.99,54862.84,0.11872063,54903.97
2195,2021-11-27-11-25,54882.54,54899.65,54857.39,54881.92,2.35255698,54862.84
2196,2021-11-27-11-24,54879.98,54918.62,54874.54,54882.54,0.15086972,54881.92
2197,2021-11-27-11-23,54827.92,54868.56,54827.92,54864.64,0.8982542,54882.54
2198,2021-11-27-11-22,54881.18,54881.18,54815.05,54827.92,4.42122998,54864.64
2199,2021-11-27-11-21,54893.62,54893.62,54853.31,54873.04,0.41855609,54827.92
2200,2021-11-27-11-20,54893.48,54907.33,54893.48,54907.33,0.02857632,54873.04
2201,2021-11-27-11-19,54885.2,54885.2,54867.74,54867.74,0.00666728,54907.33
2202,2021-11-27-11-18,54893.36,54931.03,54893.36,54929.84,0.17504918,54867.74
2203,2021-11-27-11-17,54940.24,54940.24,54898.06,54898.06,0.67237434,54929.84
2204,2021-11-27-11-16,54898.19,54922.6,54874.54,54922.6,0.29338851,54898.06
2205,2021-11-27-11-15,54989.0,55024.24,54930.93,54930.93,1.01555655,54922.6
2206,2021-11-27-11-14,54936.07,54970.61,54935.35,54970.61,0.15417499,54930.93
2207,2021-11-27-11-13,54912.19,54946.7,54895.36,54936.07,3.06872,54970.61
2208,2021-11-27-11-12,54856.49,54897.52,54856.49,54897.52,0.03427167,54936.07
2209,2021-11-27-11-11,54882.53,54882.53,54802.36,54833.59,3.3411154,54897.52
2210,2021-11-27-11-10,54832.69,54845.69,54832.69,54845.69,0.00831,54833.59
2211,2021-11-27-11-09,54801.04,54869.79,54793.34,54869.79,5.21029369,54845.69
2212,2021-11-27-11-08,54801.04,54801.04,54801.04,54801.04,0.00167,54869.79
2213,2021-11-27-11-07,54805.76,54805.76,54805.76,54805.76,0.00793,54801.04
2214,2021-11-27-11-06,54853.48,54853.48,54771.22,54771.22,0.0685615,54805.76
2215,2021-11-27-11-05,54861.1,54867.1,54828.69,54828.69,0.33306101,54771.22
2216,2021-11-27-11-04,54855.76,54879.65,54855.76,54879.65,0.06186,54828.69
2217,2021-11-27-11-03,54773.7,54814.49,54773.7,54814.49,0.11086645,54879.65
2218,2021-11-27-11-02,54787.48,54787.48,54771.19,54785.73,0.012115,54814.49
2219,2021-11-27-11-01,54779.06,54797.92,54760.69,54797.92,0.05029095,54785.73
2220,2021-11-27-11-00,54764.98,54764.98,54764.98,54764.98,0.04565635,54797.92
2221,2021-11-27-10-59,54796.78,54796.78,54756.63,54770.58,1.195999,54764.98
2222,2021-11-27-10-58,54788.34,54796.8,54780.0,54794.97,0.226575,54770.58
2223,2021-11-27-10-57,54793.62,54796.8,54777.82,54796.8,0.15794759,54794.97
2224,2021-11-27-10-56,54833.98,54833.98,54784.04,54784.04,0.06041305,54796.8
2225,2021-11-27-10-55,54801.86,54840.85,54780.76,54840.85,0.20133378,54784.04
2226,2021-11-27-10-54,54766.33,54871.2,54766.33,54871.2,5.94968384,54840.85
2227,2021-11-27-10-53,54789.12,54789.12,54741.0,54741.0,0.55816112,54871.2
2228,2021-11-27-10-52,54806.38,54822.05,54794.88,54800.74,0.12273046,54741.0
2229,2021-11-27-10-51,54805.41,54806.76,54770.37,54806.38,0.29049738,54800.74
2230,2021-11-27-10-50,54820.25,54820.25,54790.01,54800.06,0.12241623,54806.38
2231,2021-11-27-10-49,54839.64,54843.3,54809.3,54809.3,0.24803012,54800.06
2232,2021-11-27-10-48,54900.88,54912.43,54835.12,54858.65,0.27009193,54809.3
2233,2021-11-27-10-47,54901.0,54939.69,54860.42,54900.0,8.79027054,54858.65
2234,2021-11-27-10-46,54820.78,54901.0,54820.78,54901.0,0.45328775,54900.0
2235,2021-11-27-10-45,54832.58,54832.58,54796.24,54824.17,0.32481685,54901.0
2236,2021-11-27-10-44,54844.97,54844.97,54825.28,54840.44,0.04130985,54824.17
2237,2021-11-27-10-43,54771.02,54816.56,54771.02,54810.88,0.36124511,54840.44
2238,2021-11-27-10-42,54745.79,54796.12,54745.79,54771.02,0.05728004,54810.88
2239,2021-11-27-10-41,54777.24,54777.24,54757.93,54768.72,0.22786969,54771.02
2240,2021-11-27-10-40,54844.85,54844.85,54765.33,54765.33,1.53227611,54768.72
2241,2021-11-27-10-39,54853.35,54888.26,54828.94,54849.0,2.98288053,54765.33
2242,2021-11-27-10-38,54851.85,54851.85,54777.09,54837.05,0.5322772,54849.0
2243,2021-11-27-10-37,54804.29,54886.01,54794.49,54851.85,1.10382771,54837.05
2244,2021-11-27-10-36,54745.88,54777.96,54732.71,54777.96,0.097166,54851.85
2245,2021-11-27-10-35,54732.28,54732.28,54708.57,54708.57,0.01036565,54777.96
2246,2021-11-27-10-34,54671.24,54723.35,54671.24,54681.12,2.54935653,54708.57
2247,2021-11-27-10-33,54652.01,54671.24,54636.03,54670.5,0.41359154,54681.12
2248,2021-11-27-10-32,54689.56,54689.56,54648.35,54659.42,1.63680859,54670.5
2249,2021-11-27-10-31,54755.43,54755.43,54691.61,54696.42,0.32064734,54659.42
2250,2021-11-27-10-30,54736.23,54790.54,54736.23,54782.74,0.03840418,54696.42
2251,2021-11-27-10-29,54770.17,54802.61,54766.28,54766.28,0.72584471,54782.74
2252,2021-11-27-10-28,54721.48,54765.43,54721.48,54745.33,0.56148225,54766.28
2253,2021-11-27-10-27,54690.33,54700.32,54668.68,54700.32,0.14757315,54745.33
2254,2021-11-27-10-26,54705.62,54713.0,54698.62,54713.0,0.20552796,54700.32
2255,2021-11-27-10-25,54632.61,54698.04,54616.84,54698.04,0.5591517,54713.0
2256,2021-11-27-10-24,54654.71,54697.65,54644.5,54659.02,4.70298902,54698.04
2257,2021-11-27-10-23,54594.84,54652.7,54594.84,54652.7,0.06921012,54659.02
2258,2021-11-27-10-22,54561.87,54610.51,54539.6,54610.51,0.22773704,54652.7
2259,2021-11-27-10-21,54529.89,54556.95,54529.89,54556.95,0.35768485,54610.51
2260,2021-11-27-10-20,54555.01,54681.4,54516.25,54537.09,23.20813356,54556.95
2261,2021-11-27-10-19,54590.48,54690.48,54541.84,54541.84,20.44907547,54537.09
2262,2021-11-27-10-18,54571.0,54643.61,54569.29,54590.69,0.1876648,54541.84
2263,2021-11-27-10-17,54500.63,54550.18,54499.01,54535.11,0.49495667,54590.69
2264,2021-11-27-10-16,54474.99,54512.74,54460.26,54463.0,0.7277302,54535.11
2265,2021-11-27-10-15,54483.54,54483.54,54463.94,54467.7,0.03444607,54463.0
2266,2021-11-27-10-14,54481.04,54497.26,54463.4,54463.4,0.37385849,54467.7
2267,2021-11-27-10-13,54497.32,54510.54,54470.39,54470.39,3.23789376,54463.4
2268,2021-11-27-10-12,54512.66,54512.66,54499.87,54509.05,0.00174,54470.39
2269,2021-11-27-10-11,54494.02,54512.56,54494.02,54499.05,0.46531428,54509.05
2270,2021-11-27-10-10,54477.71,54495.15,54465.4,54489.19,0.1081509,54499.05
2271,2021-11-27-10-09,54512.41,54512.41,54478.49,54494.57,0.12709586,54489.19
2272,2021-11-27-10-08,54492.87,54583.09,54456.95,54583.09,1.47895906,54494.57
2273,2021-11-27-10-07,54445.91,54460.42,54437.24,54460.1,0.159339,54583.09
2274,2021-11-27-10-06,54442.49,54482.63,54438.56,54482.63,0.3441817,54460.1
2275,2021-11-27-10-05,54414.98,54414.98,54384.06,54404.18,0.11764805,54482.63
2276,2021-11-27-10-04,54425.0,54467.0,54348.47,54428.82,4.00852921,54404.18
2277,2021-11-27-10-03,54608.7,54608.7,54425.0,54425.0,11.23479658,54428.82
2278,2021-11-27-10-02,54658.28,54658.28,54613.73,54613.73,0.01155693,54425.0
2279,2021-11-27-10-01,54669.35,54670.9,54639.36,54658.28,0.08709818,54613.73
2280,2021-11-27-10-00,54689.96,54689.96,54659.63,54659.63,0.02070041,54658.28
2281,2021-11-27-09-59,54700.52,54705.36,54628.0,54662.75,1.55630727,54659.63
2282,2021-11-27-09-58,54695.24,54700.52,54695.24,54700.52,0.00305917,54662.75
2283,2021-11-27-09-57,54671.72,54695.07,54671.72,54695.07,0.10917194,54700.52
2284,2021-11-27-09-56,54691.28,54712.29,54658.27,54712.29,0.0407886,54695.07
2285,2021-11-27-09-55,54630.5,54668.84,54630.5,54668.84,0.30604403,54712.29
2286,2021-11-27-09-54,54703.67,54710.6,54643.14,54644.71,1.0794654,54668.84
2287,2021-11-27-09-53,54703.62,54758.29,54703.62,54719.52,1.6289252,54644.71
2288,2021-11-27-09-52,54680.17,54703.62,54642.33,54703.62,0.32636675,54719.52
2289,2021-11-27-09-51,54687.83,54701.89,54651.0,54669.92,4.17446309,54703.62
2290,2021-11-27-09-50,54752.28,54752.28,54673.07,54697.26,0.39626098,54669.92
2291,2021-11-27-09-49,54746.19,54773.4,54725.68,54725.68,0.03762484,54697.26
2292,2021-11-27-09-48,54783.14,54810.46,54758.57,54758.57,0.15465068,54725.68
2293,2021-11-27-09-47,54789.0,54828.2,54777.95,54777.95,0.15931725,54758.57
2294,2021-11-27-09-46,54830.47,54830.47,54800.31,54807.37,0.0569143,54777.95
2295,2021-11-27-09-45,54881.79,54881.79,54822.73,54842.05,0.60119355,54807.37
2296,2021-11-27-09-44,54863.55,54863.55,54863.55,54863.55,0.04557,54842.05
2297,2021-11-27-09-43,54901.55,54901.55,54849.76,54872.84,0.04352,54863.55
2298,2021-11-27-09-42,54894.8,54919.22,54891.71,54901.36,0.04372324,54872.84
2299,2021-11-27-09-41,54883.1,54887.02,54873.74,54887.02,0.01426884,54901.36
2300,2021-11-27-09-40,54877.51,54898.41,54863.35,54863.35,1.13850478,54887.02
2301,2021-11-27-09-39,54874.88,54877.51,54874.88,54877.51,0.06270454,54863.35
2302,2021-11-27-09-38,54872.6,54935.47,54872.6,54884.18,3.97794087,54877.51
2303,2021-11-27-09-37,54886.26,54896.54,54878.26,54878.26,0.26305096,54884.18
2304,2021-11-27-09-36,54900.36,54908.56,54896.51,54896.51,0.16707797,54878.26
2305,2021-11-27-09-35,54900.0,54915.42,54878.44,54878.44,1.80419814,54896.51
2306,2021-11-27-09-34,54956.02,54962.55,54915.55,54915.55,1.01769338,54878.44
2307,2021-11-27-09-33,54964.55,54982.07,54949.21,54949.21,0.3708641,54915.55
2308,2021-11-27-09-32,54913.4,54964.55,54878.44,54964.55,0.36455567,54949.21
2309,2021-11-27-09-31,54908.46,54936.19,54874.87,54936.19,0.18747502,54964.55
2310,2021-11-27-09-30,54889.21,54901.78,54812.0,54901.78,0.14613194,54936.19
2311,2021-11-27-09-29,54904.0,54935.3,54870.49,54870.49,0.09988401,54901.78
2312,2021-11-27-09-28,55000.44,55000.44,54904.0,54904.0,0.07959059,54870.49
2313,2021-11-27-09-27,54980.07,54994.05,54980.07,54994.05,0.090235,54904.0
2314,2021-11-27-09-26,54972.06,54991.53,54970.38,54981.64,0.56853017,54994.05
2315,2021-11-27-09-25,54961.04,54994.54,54950.0,54994.54,0.32398224,54981.64
2316,2021-11-27-09-24,54978.8,55000.0,54955.66,54955.66,1.05808832,54994.54
2317,2021-11-27-09-23,55040.0,55080.27,54996.0,55012.68,3.21053743,54955.66
2318,2021-11-27-09-22,55092.8,55092.8,55055.14,55060.73,0.06835275,55012.68
2319,2021-11-27-09-21,55067.23,55089.56,55067.23,55085.64,0.06386201,55060.73
2320,2021-11-27-09-20,55090.39,55090.39,55070.12,55076.89,0.08579412,55085.64
2321,2021-11-27-09-19,55112.12,55112.12,55101.19,55111.46,0.06082426,55076.89
2322,2021-11-27-09-18,55113.78,55126.96,55113.78,55126.96,0.02483,55111.46
2323,2021-11-27-09-17,55090.39,55097.87,55090.39,55097.87,0.09937,55126.96
2324,2021-11-27-09-16,55123.57,55123.57,55099.66,55113.83,2.41168157,55097.87
2325,2021-11-27-09-15,55139.01,55149.77,55126.42,55126.42,0.15157138,55113.83
2326,2021-11-27-09-14,55140.18,55140.18,55124.32,55131.0,0.1083475,55126.42
2327,2021-11-27-09-13,55163.1,55163.1,55144.5,55155.54,0.03052104,55131.0
2328,2021-11-27-09-12,55165.08,55165.08,55149.74,55149.74,0.21928665,55155.54
2329,2021-11-27-09-11,55156.23,55156.23,55140.62,55140.62,0.00952527,55149.74
2330,2021-11-27-09-10,55188.72,55188.72,55127.2,55168.65,0.53631111,55140.62
2331,2021-11-27-09-09,55178.69,55194.65,55162.6,55188.18,0.05954711,55168.65
2332,2021-11-27-09-08,55173.59,55190.42,55162.6,55162.61,0.29717044,55188.18
2333,2021-11-27-09-07,55143.07,55187.78,55143.07,55162.6,4.04890666,55162.61
2334,2021-11-27-09-06,55120.78,55148.07,55120.78,55139.53,0.165259,55162.6
2335,2021-11-27-09-05,55130.38,55130.38,55094.21,55123.74,1.11921,55139.53
2336,2021-11-27-09-04,55178.26,55181.28,55163.71,55163.71,0.17132284,55123.74
2337,2021-11-27-09-03,55192.33,55192.42,55178.16,55178.16,0.03147847,55163.71
2338,2021-11-27-09-02,55121.91,55178.36,55121.91,55178.36,0.22209622,55178.16
2339,2021-11-27-09-01,55087.33,55128.11,55087.33,55128.11,0.18967849,55178.36
2340,2021-11-27-09-00,55102.41,55126.18,55085.02,55085.02,0.50717598,55128.11
2341,2021-11-27-08-59,55102.38,55109.67,55102.38,55109.67,0.012365,55085.02
2342,2021-11-27-08-58,55095.67,55120.0,55091.18,55111.55,1.57822356,55109.67
2343,2021-11-27-08-57,55125.2,55125.31,55091.48,55091.48,0.61080847,55111.55
2344,2021-11-27-08-56,55155.51,55159.89,55134.01,55134.01,0.07847031,55091.48
2345,2021-11-27-08-55,55124.96,55138.47,55095.19,55138.47,0.19492005,55134.01
2346,2021-11-27-08-54,55135.53,55135.53,55115.64,55116.64,0.1040966,55138.47
2347,2021-11-27-08-53,55114.42,55130.23,55093.32,55128.18,0.63109707,55116.64
2348,2021-11-27-08-52,55122.21,55146.52,55097.35,55126.57,6.75464648,55128.18
2349,2021-11-27-08-51,55061.87,55098.0,55050.52,55098.0,0.20735362,55126.57
2350,2021-11-27-08-50,55096.42,55096.42,55048.0,55048.0,0.20593622,55098.0
2351,2021-11-27-08-49,55103.81,55120.62,55071.19,55096.42,0.16106555,55048.0
2352,2021-11-27-08-48,55108.28,55126.6,55085.84,55091.91,0.27375826,55096.42
2353,2021-11-27-08-47,55119.87,55161.27,55119.87,55161.27,1.05001564,55091.91
2354,2021-11-27-08-46,55114.68,55148.3,55107.57,55148.18,0.31453766,55161.27
2355,2021-11-27-08-45,55171.21,55171.21,55111.11,55111.53,0.06372389,55148.18
2356,2021-11-27-08-44,55178.9,55186.11,55136.5,55154.58,0.2459903,55111.53
2357,2021-11-27-08-43,55149.71,55163.85,55149.71,55163.85,0.01872,55154.58
2358,2021-11-27-08-42,55200.48,55200.48,55173.85,55173.85,0.1408,55163.85
2359,2021-11-27-08-41,55181.68,55210.12,55156.89,55156.89,0.8328438,55173.85
2360,2021-11-27-08-40,55231.13,55234.02,55181.68,55195.88,0.68746405,55156.89
2361,2021-11-27-08-39,55213.88,55293.42,55213.88,55272.54,0.64743585,55195.88
2362,2021-11-27-08-38,55264.82,55264.82,55199.13,55199.13,1.20122721,55272.54
2363,2021-11-27-08-37,55313.0,55382.0,55261.94,55278.98,13.72963894,55199.13
2364,2021-11-27-08-36,55238.11,55312.29,55238.11,55312.29,0.05739,55278.98
2365,2021-11-27-08-35,55195.37,55275.09,55181.69,55275.09,0.37179928,55312.29
2366,2021-11-27-08-34,55232.36,55238.68,55181.68,55186.5,1.37392636,55275.09
2367,2021-11-27-08-33,55274.16,55274.16,55192.44,55194.75,0.57904581,55186.5
2368,2021-11-27-08-32,55301.0,55301.0,55241.47,55241.47,0.55297165,55194.75
2369,2021-11-27-08-31,55251.91,55300.0,55229.09,55300.0,3.20725061,55241.47
2370,2021-11-27-08-30,55158.78,55170.1,55158.78,55170.1,0.0914,55300.0
2371,2021-11-27-08-29,55105.88,55143.95,55097.49,55141.76,0.15547419,55170.1
2372,2021-11-27-08-28,55178.79,55224.0,55121.92,55121.92,1.16137275,55141.76
2373,2021-11-27-08-27,55078.67,55185.69,55078.67,55158.43,9.09118671,55121.92
2374,2021-11-27-08-26,54984.35,55047.49,54974.8,55043.46,0.08831692,55158.43
2375,2021-11-27-08-25,55019.28,55026.18,54984.42,54984.42,0.64095962,55043.46
2376,2021-11-27-08-24,54983.35,55075.79,54983.35,55052.69,0.4230476,54984.42
2377,2021-11-27-08-23,55026.96,55056.18,55013.26,55013.26,0.35078722,55052.69
2378,2021-11-27-08-22,54952.15,55053.48,54952.15,55053.48,0.33335046,55013.26
2379,2021-11-27-08-21,54921.59,54961.81,54885.26,54949.55,5.58006089,55053.48
2380,2021-11-27-08-20,54816.78,54855.76,54788.86,54855.76,0.30097919,54949.55
2381,2021-11-27-08-19,54791.01,54868.1,54791.01,54861.32,0.04589971,54855.76
2382,2021-11-27-08-18,54859.28,54859.28,54720.0,54720.0,0.09312317,54861.32
2383,2021-11-27-08-17,54850.0,54912.55,54844.79,54912.55,0.46619,54720.0
2384,2021-11-27-08-16,54970.83,54970.83,54866.14,54904.57,0.79696011,54912.55
2385,2021-11-27-08-15,55056.18,55056.18,54985.34,54985.34,5.28591541,54904.57
2386,2021-11-27-08-14,55042.59,55042.59,55042.59,55042.59,0.2,54985.34
2387,2021-11-27-08-13,54879.85,55101.0,54879.85,55101.0,11.21490794,55042.59
2388,2021-11-27-08-12,54790.01,54882.56,54790.01,54834.35,6.09347002,55101.0
2389,2021-11-27-08-11,54658.75,54790.01,54658.75,54790.01,7.8665083,54834.35
2390,2021-11-27-08-10,54595.37,54655.71,54595.37,54638.71,0.5385271,54790.01
2391,2021-11-27-08-09,54575.0,54595.46,54575.0,54591.3,0.24245,54638.71
2392,2021-11-27-08-08,54541.31,54552.67,54540.59,54552.67,0.05941,54591.3
2393,2021-11-27-08-07,54552.4,54554.2,54523.5,54523.5,0.20679653,54552.67
2394,2021-11-27-08-06,54539.29,54557.16,54515.31,54524.05,4.06392286,54523.5
2395,2021-11-27-08-05,54544.09,54549.89,54456.98,54549.89,0.52822682,54524.05
2396,2021-11-27-08-04,54523.39,54547.51,54500.89,54544.7,0.08221875,54549.89
2397,2021-11-27-08-03,54498.2,54513.25,54483.11,54510.46,0.04999668,54544.7
2398,2021-11-27-08-02,54497.89,54501.73,54479.81,54495.04,1.18806209,54510.46
2399,2021-11-27-08-01,54463.55,54484.39,54463.55,54480.9,0.11888882,54495.04
2400,2021-11-27-08-00,54422.73,54473.14,54422.73,54473.14,0.03997515,54480.9
2401,2021-11-27-07-59,54443.28,54459.76,54438.39,54438.39,0.7511,54473.14
2402,2021-11-27-07-58,54472.43,54472.43,54416.88,54416.88,0.05447532,54438.39
2403,2021-11-27-07-57,54478.03,54484.64,54468.36,54472.8,0.3772377,54416.88
2404,2021-11-27-07-56,54425.28,54455.42,54425.28,54455.42,0.00429695,54472.8
2405,2021-11-27-07-55,54419.09,54419.09,54392.2,54392.2,0.19617321,54455.42
2406,2021-11-27-07-54,54417.83,54417.83,54408.87,54408.87,0.01346,54392.2
2407,2021-11-27-07-53,54438.77,54444.21,54400.37,54408.87,0.38781,54408.87
2408,2021-11-27-07-52,54470.57,54470.57,54444.64,54444.64,0.02894788,54408.87
2409,2021-11-27-07-51,54420.8,54476.64,54420.8,54455.62,4.60933462,54444.64
2410,2021-11-27-07-50,54401.46,54423.37,54391.67,54423.37,0.1147,54455.62
2411,2021-11-27-07-49,54407.82,54419.18,54401.39,54401.46,0.07992396,54423.37
2412,2021-11-27-07-48,54407.82,54407.82,54407.82,54407.82,0.01239,54401.46
2413,2021-11-27-07-47,54407.82,54407.82,54399.54,54407.61,0.00398,54407.82
2414,2021-11-27-07-46,54402.87,54405.05,54402.87,54405.05,0.003738,54407.61
2415,2021-11-27-07-45,54407.26,54407.82,54375.75,54389.61,0.16983087,54405.05
2416,2021-11-27-07-44,54375.36,54407.42,54375.36,54407.42,0.01747357,54389.61
2417,2021-11-27-07-43,54390.18,54407.82,54381.9,54381.9,0.503066,54407.42
2418,2021-11-27-07-42,54385.27,54390.71,54380.96,54388.79,0.34237997,54381.9
2419,2021-11-27-07-41,54372.39,54387.02,54372.39,54387.02,0.22419298,54388.79
2420,2021-11-27-07-40,54331.59,54362.24,54331.59,54362.24,0.0508,54387.02
2421,2021-11-27-07-39,54327.25,54331.59,54320.9,54331.25,0.00669,54362.24
2422,2021-11-27-07-38,54314.87,54330.7,54308.8,54324.86,0.02863705,54331.25
2423,2021-11-27-07-37,54359.56,54359.56,54317.66,54319.64,0.0075383,54324.86
2424,2021-11-27-07-36,54367.09,54377.16,54334.88,54334.88,0.05154376,54319.64
2425,2021-11-27-07-35,54385.76,54408.72,54385.76,54408.72,1.0189142,54334.88
2426,2021-11-27-07-34,54375.61,54375.61,54366.82,54370.96,0.02938595,54408.72
2427,2021-11-27-07-33,54356.83,54356.83,54356.83,54356.83,0.0,54370.96
2428,2021-11-27-07-32,54353.66,54356.83,54353.66,54356.83,0.03901,54356.83
2429,2021-11-27-07-31,54322.39,54374.93,54322.39,54349.76,0.22653712,54356.83
2430,2021-11-27-07-30,54348.26,54351.52,54348.26,54351.46,0.00797,54349.76
2431,2021-11-27-07-29,54336.84,54336.84,54330.66,54330.66,0.12118296,54351.46
