id,Date,Open,High,Low,Close,Volume,mean_degree,num_tx,mean_tx_value,max_tx_value,min_tx_value,new_address,Futureprice
7618,2021-11-23-17-02,57504.4,57519.56,57475.15,57475.15,5.68763423,0.0,0,0.0,0,0,0,57522.79
8001,2021-11-23-10-39,57200.9,57211.29,57200.9,57211.29,0.15202788,0.0,0,0.0,0,0,0,57254.91
8031,2021-11-23-10-09,56592.35,56592.35,56510.55,56558.0,0.6680015,0.0,0,0.0,0,0,0,56519.5
8074,2021-11-23-09-26,56300.15,56312.94,56284.02,56284.02,0.65540838,113.66068982692069,3213,3.1466310785691872E7,2139527538,1144,4484,56274.28
8312,2021-11-23-05-28,56532.65,56532.65,56509.26,56514.42,3.26329116,105.80154860911959,2126,3.0436513507095553E7,1854971810,848,4705,56538.49
8385,2021-11-23-04-15,56907.77,56907.77,56868.64,56871.42,1.75892964,0.0,0,0.0,0,0,0,56908.39
8389,2021-11-23-04-11,56931.47,56931.47,56859.0,56880.2,1.60422989,0.0,0,0.0,0,0,0,56903.17
8780,2021-11-22-21-40,56262.71,56262.71,56153.61,56156.41,2.68766063,282.64547754585703,1310,7.648083693001555E7,2105898861,464,2095,56118.79
8901,2021-11-22-19-39,56036.47,56099.61,56021.68,56021.68,0.89745875,0.0,0,0.0,0,0,0,56022.21
8959,2021-11-22-18-41,56853.55,56853.55,56766.32,56784.61,0.54347092,0.0,0,0.0,0,0,0,56770.3
9275,2021-11-22-13-25,56929.57,56929.57,56828.37,56828.37,0.19583004,0.0,0,0.0,0,0,0,57078.16
9442,2021-11-22-10-38,57350.0,57350.0,57300.22,57300.22,0.72110837,0.0,0,0.0,0,0,0,57307.44
9848,2021-11-22-03-52,57406.12,57406.12,57406.12,57406.12,0.0,0.0,0,0.0,0,0,0,57360.39
9899,2021-11-22-03-01,57725.27,57735.33,57725.27,57735.33,0.0409,0.0,0,0.0,0,0,0,57735.33
9939,2021-11-22-02-21,57869.73,57888.41,57866.63,57875.51,0.44881723,0.0,0,0.0,0,0,0,57850.0
10008,2021-11-22-01-12,58074.06,58132.48,58052.15,58105.14,0.76257809,0.0,0,0.0,0,0,0,58067.17
46,2021-11-28-23-14,57044.46,57044.78,57005.4,57023.16,0.88069868,0.0,0,0.0,0,0,0,57303.69
674,2021-11-28-12-46,54420.1,54420.11,54416.73,54416.73,0.18988627,0.0,0,0.0,0,0,0,54408.16
790,2021-11-28-10-50,54831.02,54867.21,54793.96,54867.21,0.12947449,0.0,0,0.0,0,0,0,54909.1
1005,2021-11-28-07-15,54499.92,54505.01,54491.29,54491.29,0.07524895,0.0,0,0.0,0,0,0,54500.61
1271,2021-11-28-02-49,54211.34,54259.14,54193.69,54259.14,2.73514165,0.0,0,0.0,0,0,0,54258.16
1507,2021-11-27-22-53,54997.82,55010.78,54969.08,54969.19,0.245551,0.0,0,0.0,0,0,0,54957.03
2395,2021-11-27-08-05,54544.09,54549.89,54456.98,54549.89,0.52822682,0.0,0,0.0,0,0,0,54524.05
3010,2021-11-26-21-50,54262.48,54262.48,54165.56,54200.52,2.86015393,0.0,0,0.0,0,0,0,54173.56
3376,2021-11-26-15-44,54423.82,54468.29,54412.83,54456.22,0.5789266,0.0,0,0.0,0,0,0,54476.52
3419,2021-11-26-15-01,54647.74,54647.74,54552.02,54576.0,5.1101963,0.0,0,0.0,0,0,0,54593.0
3853,2021-11-26-07-47,57072.8,57107.84,56950.12,56950.12,3.55386469,0.0,0,0.0,0,0,0,56934.66
3935,2021-11-26-06-25,57631.92,57735.25,57622.98,57685.85,1.9472803,0.0,0,0.0,0,0,0,57674.13
3984,2021-11-26-05-36,57753.4,57763.45,57744.89,57749.2,1.7116521,0.0,0,0.0,0,0,0,57780.69
4140,2021-11-26-03-00,58230.88,58246.69,58180.1,58196.64,2.82793972,0.0,0,0.0,0,0,0,58182.71
4176,2021-11-26-02-24,58575.24,58575.24,58499.83,58526.93,0.48813809,0.0,0,0.0,0,0,0,58455.69
4444,2021-11-25-21-56,58839.59,58864.79,58788.88,58812.28,0.42303445,0.0,0,0.0,0,0,0,58816.48
4450,2021-11-25-21-50,58758.5,58852.7,58757.34,58807.21,1.34032088,0.0,0,0.0,0,0,0,58866.9
4522,2021-11-25-20-38,59053.94,59053.94,59031.37,59031.83,0.02243516,0.0,0,0.0,0,0,0,59043.94
4794,2021-11-25-16-06,59385.43,59399.34,59314.31,59331.52,1.55605429,0.0,0,0.0,0,0,0,59283.23
5075,2021-11-25-11-25,58111.05,58114.35,58070.45,58070.45,0.10507268,0.0,0,0.0,0,0,0,58001.26
5345,2021-11-25-06-55,57369.75,57382.78,57367.64,57382.78,0.91108169,223.99940723177238,579,4.749080216460177E7,1940092130,2324,1474,57367.59
5586,2021-11-25-02-54,57616.21,57692.62,57616.21,57692.62,4.99156641,0.0,0,0.0,0,0,0,57715.92
5674,2021-11-25-01-26,57931.49,57945.97,57907.08,57945.97,0.06562089,0.0,0,0.0,0,0,0,57962.64
5758,2021-11-25-00-02,57335.59,57354.21,57318.52,57354.21,0.27750909,0.0,0,0.0,0,0,0,57456.09
5778,2021-11-24-23-42,57175.7,57198.91,57157.62,57195.65,0.14020804,0.0,0,0.0,0,0,0,57179.01
5933,2021-11-24-21-07,57286.57,57362.27,57279.81,57327.59,1.33373539,0.0,0,0.0,0,0,0,57252.6
6106,2021-11-24-18-14,56901.47,56917.42,56857.87,56886.44,1.58366381,0.0,0,0.0,0,0,0,56848.75
6113,2021-11-24-18-07,56813.1,56813.1,56736.01,56736.01,1.69471581,0.0,0,0.0,0,0,0,56736.01
6441,2021-11-24-12-39,56622.71,56636.38,56617.28,56625.68,0.31514898,0.0,0,0.0,0,0,0,56612.89
6910,2021-11-24-04-50,56660.82,56679.89,56645.11,56645.11,0.14848402,0.0,0,0.0,0,0,0,56579.87
6955,2021-11-24-04-05,56501.18,56501.18,56465.89,56476.05,0.62550145,0.0,0,0.0,0,0,0,56435.57
7110,2021-11-24-01-30,57182.35,57266.6,57179.18,57266.6,0.90775822,0.0,0,0.0,0,0,0,57296.3
7223,2021-11-23-23-37,57722.67,57729.31,57722.67,57723.79,0.35031881,0.0,0,0.0,0,0,0,57757.74
7786,2021-11-23-14-14,56944.66,56979.77,56944.66,56979.77,0.01409612,0.0,0,0.0,0,0,0,56885.97
7947,2021-11-23-11-33,56274.1,56295.0,56202.88,56276.11,0.14310531,0.0,0,0.0,0,0,0,56300.25
7989,2021-11-23-10-51,57027.97,57048.46,56962.72,57004.31,0.25414033,0.0,0,0.0,0,0,0,56984.31
8251,2021-11-23-06-29,56358.74,56358.74,56308.68,56308.68,2.59207396,0.0,0,0.0,0,0,0,56350.18
8270,2021-11-23-06-10,56596.56,56602.85,56596.56,56602.85,0.13295331,0.0,0,0.0,0,0,0,56625.88
8392,2021-11-23-04-08,56965.99,56969.93,56949.05,56969.93,0.07005125,0.0,0,0.0,0,0,0,56969.26
8815,2021-11-22-21-05,56014.97,56014.97,55941.55,55941.55,1.98552371,0.0,0,0.0,0,0,0,56080.89
9074,2021-11-22-16-46,57928.98,57944.18,57860.69,57905.66,0.01544941,0.0,0,0.0,0,0,0,57859.59
9602,2021-11-22-07-58,57336.46,57341.78,57320.32,57320.32,0.04553668,0.0,0,0.0,0,0,0,57311.69
9631,2021-11-22-07-29,57601.58,57615.96,57597.14,57615.96,0.14588505,0.0,0,0.0,0,0,0,57593.63
9660,2021-11-22-07-00,57366.63,57428.57,57338.08,57428.57,0.49904186,0.0,0,0.0,0,0,0,57449.53
9847,2021-11-22-03-53,57368.0,57368.0,57339.64,57360.39,0.92752457,0.0,0,0.0,0,0,0,57376.13
144,2021-11-28-21-36,55737.21,55746.59,55712.79,55712.79,0.12400546,0.0,0,0.0,0,0,0,55772.11
260,2021-11-28-19-40,54827.25,54864.46,54805.68,54812.3,5.39360711,0.0,0,0.0,0,0,0,54903.66
360,2021-11-28-18-00,53945.32,53948.88,53915.08,53948.88,1.1995,0.0,0,0.0,0,0,0,54009.44
557,2021-11-28-14-43,54329.07,54338.88,54325.64,54325.64,0.03151342,0.0,0,0.0,0,0,0,54313.01
575,2021-11-28-14-25,54433.15,54526.27,54433.15,54526.27,1.16575888,0.0,0,0.0,0,0,0,54518.66
617,2021-11-28-13-43,54261.55,54272.26,54261.55,54272.26,0.0068,0.0,0,0.0,0,0,0,54278.02
705,2021-11-28-12-15,54662.39,54662.39,54587.8,54587.8,0.29879944,0.0,0,0.0,0,0,0,54551.08
730,2021-11-28-11-50,54530.64,54533.37,54486.91,54486.91,0.5475749,0.0,0,0.0,0,0,0,54555.4
738,2021-11-28-11-42,54600.9,54600.9,54527.81,54527.81,1.40119692,0.0,0,0.0,0,0,0,54527.81
840,2021-11-28-10-00,54355.17,54355.17,54316.91,54327.25,0.03684,0.0,0,0.0,0,0,0,54299.17
973,2021-11-28-07-47,54596.91,54596.91,54596.91,54596.91,0.00603,0.0,0,0.0,0,0,0,54600.83
1547,2021-11-27-22-13,54756.09,54756.09,54715.27,54723.67,0.03645,0.0,0,0.0,0,0,0,54790.01
1618,2021-11-27-21-02,54301.22,54418.6,54301.22,54355.92,5.56898719,0.0,0,0.0,0,0,0,54267.32
1974,2021-11-27-15-06,54733.03,54771.14,54733.03,54752.73,0.22969994,0.0,0,0.0,0,0,0,54657.46
2164,2021-11-27-11-56,54618.09,54625.1,54618.09,54625.1,0.00828894,0.0,0,0.0,0,0,0,54659.89
2172,2021-11-27-11-48,54681.99,54681.99,54647.1,54649.02,0.089,0.0,0,0.0,0,0,0,54605.0
2205,2021-11-27-11-15,54989.0,55024.24,54930.93,54930.93,1.01555655,0.0,0,0.0,0,0,0,54922.6
2330,2021-11-27-09-10,55188.72,55188.72,55127.2,55168.65,0.53631111,0.0,0,0.0,0,0,0,55140.62
2811,2021-11-27-01-09,54230.11,54230.11,54127.83,54127.83,1.051859,0.0,0,0.0,0,0,0,54119.13
2902,2021-11-26-23-38,54000.06,54037.34,53983.83,54037.34,0.24325165,0.0,0,0.0,0,0,0,53833.79
2974,2021-11-26-22-26,54214.06,54270.55,54199.72,54203.42,5.12631226,0.0,0,0.0,0,0,0,54190.17
3424,2021-11-26-14-56,54617.78,54672.87,54617.78,54637.29,4.36023407,0.0,0,0.0,0,0,0,54715.77
3444,2021-11-26-14-36,54856.0,54893.66,54827.65,54841.99,2.40468224,0.0,0,0.0,0,0,0,54819.55
